neutral;19.07.2016 09:21;   will there be a trailer for Arrow S5 this year at SDCC ?!?;[{u'indices': [71, 77], u'text': u'Arrow'}, {u'indices': [94, 99], u'text': u'SDCC'}]
negativ;20.07.2016 04:27;  I almost got in a fight at a MyLittlePony CON. No way they'll let me in at SDCC2016;[{u'indices': [54, 67], u'text': u'MyLittlePony'}, {u'indices': [101, 110], u'text': u'SDCC2016'}]
positiv;20.07.2016 04:21;  I hope to get a seat! Very excited to attend. SDCC2016;[{u'indices': [71, 80], u'text': u'SDCC2016'}]
neutral;20.07.2016 04:02;  i know you were all joking, but yes... I am going to SDCC on Friday. Friday only though.;[]
neutral;20.07.2016 04:14;  I need to go to SDCC one year soon;[{u'indices': [46, 51], u'text': u'SDCC'}]
positiv;20.07.2016 04:10;  ready for an awesome week of shows.  SDCC2016;[{u'indices': [60, 69], u'text': u'SDCC2016'}]
negativ;20.07.2016 04:20;  So jealous. Wish you could fit me in your suitcase and take me to SDCC;[]
positiv;20.07.2016 04:29;  Yay! You are already on my List of People to See. (No, I really have an actual list.) SDCC friends;[{u'indices': [112, 117], u'text': u'SDCC'}, {u'indices': [118, 126], u'text': u'friends'}]
neutral;20.07.2016 04:15; ~ sale for SDCC?;[]
neutral;20.07.2016 04:01; allthethings you need to know!   ;[{u'indices': [17, 30], u'text': u'allthethings'}]
positiv;20.07.2016 04:19; Amanda says the same thing. We've never been to SDCC but would love to go at least once. Have you been before?;[]
neutral;20.07.2016 04:25; angie vote for Klaroline too ;[]
neutral;20.07.2016 04:06; are you guys at a specific booth at sdcc this year?;[]
neutral;20.07.2016 04:10;" between this &amp;   you wonder what won't be won't be streamed ";[]
neutral;20.07.2016 04:24;" cyn I came to collect 
";[]
positiv;20.07.2016 04:12; has your chance to win San Diego Comic-Con International Passes.  comiccon SDCC2016 ;[{u'indices': [77, 86], u'text': u'comiccon'}, {u'indices': [87, 96], u'text': u'SDCC2016'}]
neutral;20.07.2016 04:29; hi no I won't be at sdcc.  Sorry. I'm also out of stock on older gig;[]
neutral;20.07.2016 04:27; hope I'm not bothering...but Jared offer is still on the table...Happy SDCC;[]
neutral;20.07.2016 03:59; I was slightly upset that they didn't have 2 and 3... but I'm going to SDCC so I plan on getting ALL THE REST. HAHA.;[]
neutral;20.07.2016 04:11; it 9:10 im going to sleep ready for SDCC tomorrow;[]
neutral;20.07.2016 04:18; It's been 84 years since I was at a SDCC past pre-party;[]
negativ;20.07.2016 04:10; it's just another reason ComicCon needs to leave San Diego. It could be so much better. SDCC2016 ;[{u'indices': [29, 38], u'text': u'ComicCon'}, {u'indices': [93, 102], u'text': u'SDCC2016'}]
neutral;20.07.2016 04:06; KidCoulson is growing/moving Up lol SDCC;[{u'indices': [12, 23], u'text': u'KidCoulson'}, {u'indices': [49, 54], u'text': u'SDCC'}]
neutral;20.07.2016 03:59; lol it's ok i need to pack for sdcc. we land at 10:45ish;[]
positiv;20.07.2016 04:22; Looking forward to your coverage of sdcc this week!!;[{u'indices': [52, 57], u'text': u'sdcc'}]
negativ;20.07.2016 04:27; man am hating. Well hope we see a SDCC music video;[]
positiv;20.07.2016 04:16; Man, I'd love to get my hands on one of those, even if it wasn't signed! Have fun everyone lucky enough to attend SDCC!;[{u'indices': [127, 132], u'text': u'SDCC'}]
neutral;20.07.2016 03:59; OH I made a typo so I deleted it. Toronto, Sept 1-4, the Canadian version of SDCC with only 3 celebrities;[]
neutral;20.07.2016 04:30; okay buy me tickets to SDCC2016 so I can go and get one, thx;[{u'indices': [40, 49], u'text': u'SDCC2016'}]
negativ;20.07.2016 04:17; on behalf of everyone at SDCC, both better be phenomenal after all this hype, Brad.;[]
neutral;20.07.2016 04:18; please vote stelena and  it so others can see. It's very important! ;[]
positiv;20.07.2016 04:18; r u gonna be at ComicCon SDCC2016 I'm there the whole time! V. Excited! scifi fantasy movies;[{u'indices': [29, 38], u'text': u'ComicCon'}, {u'indices': [39, 48], u'text': u'SDCC2016'}, {u'indices': [87, 93], u'text': u'scifi'}, {u'indices': [94, 102], u'text': u'fantasy'}, {u'indices': [103, 110], u'text': u'movies'}]
neutral;20.07.2016 04:05; so are you gonna be at SDCC? Or maybe can we expect a live reaction to the Sonic livestream Friday?;[]
positiv;20.07.2016 04:04;" so much D.Va., so much Junkrat, so much time going into fun &amp; stress relief, but SDCC is nigh upon you, can you feel the hype";[]
positiv;20.07.2016 04:17; sorry to hear you wont be at SDCC. A friend of yours bought a birthday present for you from CFX last year. Hope you enjoyed it!;[]
negativ;20.07.2016 04:21;" tweeted he's going.
 said he's going on Snapchat Can someone hug me, I just made a big mistake ";[]
positiv;20.07.2016 04:19; Wait. Gloat. Plot. I dunno, the beer idea sounds pretty good. (I miss SDCC!);[]
neutral;20.07.2016 04:16;" we put our main plans to Japan and Ax, sdcc if got budget ;w;";[]
positiv;20.07.2016 04:29; We've added  events! Hope we can be added to your wonderful SDCC2016 guide!  ;[{u'indices': [90, 99], u'text': u'SDCC2016'}]
neutral;20.07.2016 04:27; whats up with SDCC Fandom Fest?? :(;[]
neutral;20.07.2016 04:17; when you come down to San Diego for SDCC2016 Hit up Balboa Park, its Lit Baybeee!!! ;[{u'indices': [52, 61], u'text': u'SDCC2016'}]
neutral;20.07.2016 04:11;" Will you attend the ""Her Universe Fashion Show"" at SDCC to support ";[]
neutral;20.07.2016 04:16; will you be releasing all the  pins on preview night? sdcc;[{u'indices': [80, 85], u'text': u'sdcc'}]
positiv;20.07.2016 04:13; woot woot!! So very proud.  Next stop: 100k!! I'm looking forward to seeing you again at SDCC! XD;[]
neutral;20.07.2016 04:30; would it still be wise to still possibly expect a house announcement for this week (As SDCC2016 comes around...)?;[{u'indices': [101, 110], u'text': u'SDCC2016'}]
neutral;20.07.2016 04:22; You will break into song, correct? SDCC2016 ;[{u'indices': [45, 54], u'text': u'SDCC2016'}]
neutral;20.07.2016 04:07;"""Are Varys and Petyr really time travellers?"" ";[]
negativ;20.07.2016 04:01;.  Apparently it's time to embarrass ourselves at SDCC.;[{u'indices': [79, 84], u'text': u'SDCC'}]
neutral;20.07.2016 04:00;. fans this week at SDCC we will be interviewing the cast of iZombie! Be sure to tweet us all of your questions for them!;[{u'indices': [30, 35], u'text': u'SDCC'}, {u'indices': [72, 80], u'text': u'iZombie'}]
neutral;20.07.2016 04:12;. reveals new poster for LukeCage ahead of Comic Con:  SDCC2016 ;[{u'indices': [32, 41], u'text': u'LukeCage'}, {u'indices': [86, 95], u'text': u'SDCC2016'}]
neutral;20.07.2016 04:27;[Photographer] I will be at SDCC taking pictures of Cosplyers for Cosplay Culture Magazine at SDCC. viraltoday ;[{u'indices': [100, 111], u'text': u'viraltoday'}]
neutral;20.07.2016 04:06;2016 FUNKO EXCLUSIVE POP! DEADPOOL 117 COWBOY Thumbs Up! MARVEL SDCC ;[]
neutral;20.07.2016 04:23;23 hours after waking up...we arrive in San Diego sdcc;[{u'indices': [50, 55], u'text': u'sdcc'}]
positiv;20.07.2016 04:05;about time to start living vicariously through all my friends going to SDCC this year wooooooo;[]
neutral;20.07.2016 04:24;Added the sdcc luke cage poster to the marvel Netflix wall ;[]
neutral;20.07.2016 04:02;All day every day ;[]
positiv;20.07.2016 04:01;All done packing!! SDCC tomorrow holy cow!!;[]
neutral;20.07.2016 04:20;All packed and ready to go to SDCC Is it tomorrow yet? SDCC2016;[{u'indices': [30, 35], u'text': u'SDCC'}, {u'indices': [56, 65], u'text': u'SDCC2016'}]
negativ;20.07.2016 04:11;Also, you guys don't even know how much my heart hurts because I won't be at SDCC;[]
negativ;20.07.2016 04:07;AM I SERIOUSLY ALREADY SEEING TWEETS ABOUT SDCC2016 LINES? SERIOUSLY?;[{u'indices': [43, 52], u'text': u'SDCC2016'}]
neutral;20.07.2016 03:59;amandarighetti Please dear  some pics from SanDiego ComicCon2016 from me and All your fans kisses ;[{u'indices': [0, 15], u'text': u'amandarighetti'}, {u'indices': [60, 69], u'text': u'SanDiego'}, {u'indices': [70, 83], u'text': u'ComicCon2016'}]
neutral;20.07.2016 04:08;American friends, go hang with our boy  at SDCC! ;[]
positiv;20.07.2016 04:08;"And as always, it's your time at SDCC. So you come first &amp; anything you snag for me along the way will be greatly appreciated &lt;3 ";[]
negativ;20.07.2016 04:23;Anxiety levels building... Let's get this SDCC going so I can get on with the excitement and be done with with anticipation please!;[{u'indices': [42, 47], u'text': u'SDCC'}]
neutral;20.07.2016 04:01;"Archie might be a little meh; yet BettyVeronica are 4eva top shelf quality. betterwithage  SDCC2016 ";[{u'indices': [34, 48], u'text': u'BettyVeronica'}, {u'indices': [77, 91], u'text': u'betterwithage'}, {u'indices': [106, 115], u'text': u'SDCC2016'}]
neutral;20.07.2016 04:15;ARENT WE GETTING KORRASAMI NEWS A SDCC???? KZDNKANWslkndwkln;[]
neutral;20.07.2016 04:17;Ask Jason- Why is Finn dead yet Bellamy is still alive??  ;[]
neutral;20.07.2016 04:03;At SDCC2016 I'll have a new print at the  booth and do a signing. Can you guess which blurry one is mine? ;[{u'indices': [3, 12], u'text': u'SDCC2016'}]
positiv;20.07.2016 04:23;Beautiful downtown San Diego, drink it in... sdcc2016  San Diego, California ;[{u'indices': [45, 54], u'text': u'sdcc2016'}]
negativ;20.07.2016 04:08;Been to like the last 8 or 9 sdcc's. Totally fine not going this year.;[]
neutral;20.07.2016 04:21;Bringing back POGS at SDCC2016 poshcaps 90skid table Aa-21 in Artist Alley! ;[{u'indices': [14, 19], u'text': u'POGS'}, {u'indices': [23, 32], u'text': u'SDCC2016'}, {u'indices': [33, 42], u'text': u'poshcaps'}, {u'indices': [43, 50], u'text': u'90skid'}]
positiv;20.07.2016 04:03;Calling it a night here in beautiful San Diego gotta wake up early for the  PN Breakfast meet-up, then CONAN! SDCC HYPE;[{u'indices': [123, 128], u'text': u'SDCC'}, {u'indices': [129, 134], u'text': u'HYPE'}]
positiv;20.07.2016 04:29;Can't Wait for GameOfBloggers  tomorrow night at the SDCC !;[{u'indices': [15, 30], u'text': u'GameOfBloggers'}, {u'indices': [54, 59], u'text': u'SDCC'}]
positiv;20.07.2016 04:04;Can't wait for preview night tomorrow! Come get all your Grunt 1B Comics from me in Small Press table Q8! ComicCon2016 SDCC2016;[{u'indices': [106, 119], u'text': u'ComicCon2016'}, {u'indices': [120, 129], u'text': u'SDCC2016'}]
positiv;20.07.2016 04:24;Can't wait til tomorrow night! StarTrekBeyond SDCC  ;[{u'indices': [31, 46], u'text': u'StarTrekBeyond'}, {u'indices': [47, 52], u'text': u'SDCC'}]
positiv;20.07.2016 04:22;Can't wait to get to ComicCon. I'll be looking for LukeCage: 18 best events to watch out for at SDCC2016. ;[{u'indices': [51, 60], u'text': u'LukeCage'}, {u'indices': [97, 106], u'text': u'SDCC2016'}]
neutral;20.07.2016 04:00;Castlevania Vinyl OST dtopping by Mondo for SDCC: ;[]
neutral;20.07.2016 04:01;check it ;[]
neutral;20.07.2016 04:19;"Check our SDCC2016 comicon2016  Pregame podcast .We also have special guests from Evo2016
@Relay_s 
@Hypers
";[{u'indices': [10, 19], u'text': u'SDCC2016'}, {u'indices': [20, 32], u'text': u'comicon2016'}, {u'indices': [42, 50], u'text': u'podcast'}, {u'indices': [85, 93], u'text': u'Evo2016'}]
neutral;20.07.2016 04:00;Check out this all-female comic book team who are producing a rad comic series called HEX11 SDCC SDCC2016 ;[{u'indices': [92, 97], u'text': u'SDCC'}, {u'indices': [98, 107], u'text': u'SDCC2016'}]
neutral;20.07.2016 04:26;Check this out!!! Because, Vamp! Duh xoxox SDCC2016 ;[{u'indices': [33, 37], u'text': u'Duh'}, {u'indices': [44, 53], u'text': u'SDCC2016'}]
positiv;20.07.2016 04:12;"Checked into  for the 6th year in a row! Can't imagine SDCC anywhere else... Thx to Bonnie &amp; Stephanie for their kind service!";[{u'indices': [68, 73], u'text': u'SDCC'}]
neutral;20.07.2016 04:21;Cnet tweeted:;[]
neutral;20.07.2016 04:12;Come on, SErs! VOTE! ;[]
positiv;20.07.2016 04:06;Come see us today and get free things! Small press N-2! sdcc sdcc2016 getN2it ;[{u'indices': [56, 61], u'text': u'sdcc'}, {u'indices': [62, 71], u'text': u'sdcc2016'}, {u'indices': [72, 80], u'text': u'getN2it'}]
neutral;20.07.2016 04:24;Comic Con San Diego: Hiring 6 Super Heroines to host Re-Charge Lounge at 5 Star Hotel right outside SDCC... ;[]
neutral;20.07.2016 03:58;Comics - 'Vixen' Season 2 Sets 'Legends of Tomorrow' Cast (And a Surprise Return) [SDCC 2016] ;[{u'indices': [0, 7], u'text': u'Comics'}]
neutral;20.07.2016 04:19;CONTEST KNSJcomiconcontest  KNSJSanDiego SDCC SDCC2016 cosplay comiccon KNSJfmSanDiego   ;[{u'indices': [8, 27], u'text': u'KNSJcomiconcontest'}, {u'indices': [29, 42], u'text': u'KNSJSanDiego'}, {u'indices': [43, 48], u'text': u'SDCC'}, {u'indices': [49, 58], u'text': u'SDCC2016'}, {u'indices': [59, 67], u'text': u'cosplay'}, {u'indices': [68, 77], u'text': u'comiccon'}, {u'indices': [78, 93], u'text': u'KNSJfmSanDiego'}]
neutral;20.07.2016 04:13;DC Universe SDCC Exclusive Lobo ;[]
neutral;20.07.2016 04:23;DEFamily don't forget to vote here to get some scoop at SDCC ! ;[{u'indices': [0, 9], u'text': u'DEFamily'}]
negativ;20.07.2016 04:27;delena bc I hate both of them. Stefan can nut all in this pus- ;[]
neutral;20.07.2016 04:04;Do you think Marvel will announce that Fantastic Four reverted back to Marvel at SDCC?;[]
neutral;20.07.2016 04:15;does anyone know if scream will be a sdcc?;[]
negativ;20.07.2016 04:21;Doing the final check list for SDCC, no matter how many times I've done this I never feel ready XD;[]
positiv;20.07.2016 04:13;"Enter to WIN SDCC exclusives from     
ENTER:  ";[{u'indices': [13, 18], u'text': u'SDCC'}]
neutral;20.07.2016 04:11;Episode schedule will be funky this week. One of us has quals and another of us has SDCC, so we'll see what happens.;[{u'indices': [84, 89], u'text': u'SDCC'}]
neutral;20.07.2016 04:17;"EPS 68 with   is live! BatmanBeyond TheKillingJoke BatmanTheAnimatedSeries 
 
";[{u'indices': [46, 59], u'text': u'BatmanBeyond'}, {u'indices': [60, 75], u'text': u'TheKillingJoke'}, {u'indices': [76, 100], u'text': u'BatmanTheAnimatedSeries'}]
negativ;20.07.2016 04:01;Every day I work on something. Even days off aren't really days off. I'm at SDCC tmrw-Sun. If you need me, fuck off! I'm on vacation. :);[{u'indices': [76, 81], u'text': u'SDCC'}]
neutral;20.07.2016 04:11;Figured out my routes to press conference locations and the convention center itself today. Here we go...SDCC2016;[{u'indices': [105, 114], u'text': u'SDCC2016'}]
neutral;20.07.2016 04:18;Finished my Batman Telltale Games video. Uploading now! SDCC  ;[{u'indices': [12, 19], u'text': u'Batman'}, {u'indices': [57, 62], u'text': u'SDCC'}]
negativ;20.07.2016 04:08;"For those attending  , a public service announcement.
Please don't let this be a reality. SDCC2016 SDCC ";[{u'indices': [100, 109], u'text': u'SDCC2016'}, {u'indices': [110, 115], u'text': u'SDCC'}]
neutral;20.07.2016 04:10;For those who have to live vicariously: Comic-Con 2016 Preview: 20+ Images from The Streets of SDCC    ;[]
neutral;20.07.2016 04:10;FYI we're premiering 2  sdcc posters on  tomorrow morning.;[{u'indices': [34, 39], u'text': u'sdcc'}]
neutral;20.07.2016 04:07;gameofthrones banner sdcc halloffaces noone  San Diego Convention Center ;[{u'indices': [21, 26], u'text': u'sdcc'}, {u'indices': [27, 39], u'text': u'halloffaces'}, {u'indices': [40, 46], u'text': u'noone'}]
neutral;20.07.2016 04:13;Getting ready for Comic Con. Avatar State! Yip Yip! ComicCon SDCC2016 ;[{u'indices': [52, 61], u'text': u'ComicCon'}, {u'indices': [62, 71], u'text': u'SDCC2016'}]
negativ;20.07.2016 04:15;Getting ready to go to SDCC2016 (Comic Con). It's work, folks. Really, its work, seriously. I'm not being comical about it.;[{u'indices': [23, 32], u'text': u'SDCC2016'}]
neutral;20.07.2016 04:03;Going full tilt on that IntoTheBadlands theme for sdcc sdcc2016 ;[{u'indices': [24, 40], u'text': u'IntoTheBadlands'}, {u'indices': [51, 56], u'text': u'sdcc'}, {u'indices': [57, 66], u'text': u'sdcc2016'}]
neutral;20.07.2016 04:05;Gonna go ahead, cling to a technicality and claim this makes my third book released this summer. Go Summer '16! ;[]
positiv;20.07.2016 04:11;Good show, ladies! 12Monkeys aftershows are done for the year, but we're coming back next wk with SDCC-talk!  blab;[{u'indices': [19, 29], u'text': u'12Monkeys'}, {u'indices': [134, 139], u'text': u'blab'}]
positiv;20.07.2016 04:21;Goodnight San Diego. Tomorrow...the fun begins. SDCC2016 SDCC ;[{u'indices': [48, 57], u'text': u'SDCC2016'}, {u'indices': [58, 63], u'text': u'SDCC'}]
neutral;20.07.2016 04:27;GOT at SDCC2016!? We're PubofThrones in league with     ;[{u'indices': [0, 4], u'text': u'GOT'}, {u'indices': [8, 17], u'text': u'SDCC2016'}, {u'indices': [26, 39], u'text': u'PubofThrones'}]
positiv;20.07.2016 04:23;"Had to watch the first episode of Puzzle &amp; Dragons before heading up to SDCC! Loved it!  and  are great! ";[{u'indices': [76, 81], u'text': u'SDCC'}]
neutral;20.07.2016 04:07;Hands up if your SDCC party has a nap room. That's how I'm prioritizing my time in San Diego.;[{u'indices': [17, 22], u'text': u'SDCC'}]
neutral;20.07.2016 04:00;Headed to SDCC? The Crystal Crypt will be kicking off the Sci Fi block of  Film Festival!  SDCC2016;[{u'indices': [10, 15], u'text': u'SDCC'}, {u'indices': [124, 133], u'text': u'SDCC2016'}]
neutral;20.07.2016 04:22;hellokitty auction 2016 SDCC COMIC CON GOLD SONIC HELLO KITTY Exclusive Toynami Sanrio Sega  Plush  rare ebay;[{u'indices': [0, 11], u'text': u'hellokitty'}, {u'indices': [12, 20], u'text': u'auction'}, {u'indices': [125, 130], u'text': u'rare'}, {u'indices': [131, 136], u'text': u'ebay'}]
neutral;20.07.2016 04:01;Help a homie out! ;[]
neutral;20.07.2016 04:07;Her nails!!  ;[]
neutral;20.07.2016 04:08;Here we come  SDCC2016;[{u'indices': [28, 37], u'text': u'SDCC2016'}]
positiv;20.07.2016 04:13;HEY! SDCC2016 attendees in my feed. Come visit me at Booth 2519, with the wonderful crew from SpongeBob Comics, okay?;[{u'indices': [5, 14], u'text': u'SDCC2016'}]
positiv;20.07.2016 04:24;"Hilarious! I love these guys! So, so hyped for TheWalkingDead to return &amp; ready for SDCC2016!! :) ";[{u'indices': [47, 62], u'text': u'TheWalkingDead'}, {u'indices': [89, 98], u'text': u'SDCC2016'}]
positiv;20.07.2016 04:15;hope everyone going to sdcc has lots of fun and stays safe and also buys me some shit;[]
neutral;20.07.2016 04:11;How about we all meet up for karaoke after Conx? ;[]
negativ;20.07.2016 04:22;I am envious of those who can attend SDCC;[]
positiv;20.07.2016 04:14;I am on vacationnnnnnn! Let the SDCC madness begin!;[]
positiv;20.07.2016 04:18;I cannot wait for Saturday of SDCC. vaguetweet toloveistotrust totrustistobelieve;[{u'indices': [36, 47], u'text': u'vaguetweet'}, {u'indices': [48, 64], u'text': u'toloveistotrust'}, {u'indices': [65, 84], u'text': u'totrustistobelieve'}]
negativ;20.07.2016 04:12;"I can't believe I have to work this weekend.

It's SDCC. I'm going to be late to all the reveals.";[]
negativ;20.07.2016 04:04;I DONT KNOW WHAT TO DO WITH MYSELF TONIGHT! I just want SDCC2016 to begin!!;[{u'indices': [56, 65], u'text': u'SDCC2016'}]
positiv;20.07.2016 04:06;I entered to win an  SDCC prize pack! You can too: ;[{u'indices': [31, 36], u'text': u'SDCC'}]
neutral;20.07.2016 04:16;I have arrived in San Diego for SDCC2016. 'Big Trouble in Little China' sums up how I'm feeling about this week. ;[{u'indices': [32, 41], u'text': u'SDCC2016'}]
positiv;20.07.2016 04:00;I know I'm going to SDCC and all that jazz, but I'm pretty stoked I took over this gym in the middle of the runway ;[{u'indices': [20, 25], u'text': u'SDCC'}]
positiv;20.07.2016 03:58;I liked a  video  Unboxing The SDCC Arcade Edition TMNT Action Figures;[]
positiv;20.07.2016 04:15;"I liked a  video from   Marvel at SDCC 2016 &amp; What to Expect";[]
positiv;20.07.2016 04:11;I liked a  video from   X-Men TV Series Ordered by Fox, SDCC Exclusives and More! -;[]
negativ;20.07.2016 04:23;I reckon someone doesn't want me to leave for SDCC. ;[{u'indices': [46, 51], u'text': u'SDCC'}]
neutral;20.07.2016 04:12;i will find a scientist at sdcc and talk to them ok ;[{u'indices': [27, 32], u'text': u'sdcc'}]
negativ;20.07.2016 04:02;I wish I had someone to get one for me!  ;[]
neutral;20.07.2016 04:30;ICYMI: Blink-182 added a Thursday concert in San Diego during SDCC:  ;[{u'indices': [62, 67], u'text': u'SDCC'}]
